Cell ID ,Area,Perimeter,Length,Width,Eccentricity,Irregularity,Cell Cycle Phase
464,260,74,20.072461,17.674924,0.531972927,4.352196772,2
465,404,74,20.607942,18.071339,0.584157595,4.492414358,3
466,405,91,27.826705,17.398693,0.647556208,4.580363919,3
467,258,79,22.442106,17.598218,0.533460768,4.323456756,2
468,401,79,24.921617,17.029131,0.490546643,4.486839551,3
469,326,73,19.394523,17.552046,0.595056999,4.263783200,2
470,289,71,19.537415,16.976301,0.548381596,4.242343060,2
471,380,73,22.256109,15.393655,0.726905912,4.513863332,3
472,449,75,18.271586,20.230732,0.830017886,4.362789374,3
473,339,75,21.602237,18.037767,0.881041641,4.550633438,3
474,267,61,16.755005,17.096520,0.592768266,4.275797349,1
475,354,71,21.618853,17.565496,0.675022371,4.416736520,2
476,455,85,24.642328,18.718652,0.747660454,4.543642619,3
477,390,82,23.591544,17.319707,0.623754213,4.459656522,3
478,216,69,17.777846,14.858513,0.478725441,4.304367534,1
479,310,80,23.475716,19.116836,0.494636583,4.743787666,3
480,268,70,23.038585,13.302989,0.573346374,4.231105144,2
481,322,75,22.664317,17.216992,0.779502812,4.368057031,2
482,441,81,23.849801,18.869143,0.246899795,4.563454042,3
483,358,84,22.490404,19.645042,0.455416490,4.900000000,3
484,398,85,28.370861,18.639449,0.581553468,4.643791294,3
485,333,78,23.516012,17.402449,0.390367430,4.386665362,2
486,199,60,13.376043,13.340301,0.364919277,4.366321952,1
487,423,77,22.187004,17.526340,0.799040570,4.585930682,3
488,316,84,23.518513,19.953917,0.551056264,4.380641371,2
489,284,64,16.395481,17.340596,0.469306301,4.531158405,2
490,455,78,22.027615,20.009905,0.500520587,4.631273216,3
491,269,64,17.283773,15.955451,0.475289766,4.269810154,1
492,464,90,22.709013,20.445459,0.641046978,4.668972916,3
493,340,69,19.041125,18.461961,0.603914151,4.426292701,3
494,280,78,24.005108,18.288088,0.677501283,4.660577560,2
495,255,86,28.654162,18.600757,0.673874819,4.247591933,3
496,415,79,23.670772,14.755407,0.576547155,4.646878431,3
497,315,89,26.951394,18.140087,0.749129162,4.533328174,2
498,313,72,20.319173,17.013841,0.708419284,4.500151335,3
499,379,76,25.098851,19.780078,0.680874466,4.459682098,3
500,424,77,22.221325,16.745372,0.775445612,4.628581902,3
501,428,78,21.483660,17.833284,0.619498967,4.742178420,3
502,368,88,25.935347,18.799527,0.667081928,4.565363367,3
503,373,73,21.123875,18.767332,0.650953400,4.339650832,3
504,368,81,24.062479,19.098701,0.656627502,4.562986989,3
505,330,69,21.846451,17.453756,0.708086051,4.323231370,2
506,376,81,25.861692,18.239903,0.714992673,4.258827888,3
507,407,78,25.788906,16.999317,0.720371203,4.400459077,3
508,233,68,18.434065,15.554944,0.500304951,4.438024924,1
509,362,83,26.161284,15.851972,0.691076167,4.647486982,3
510,421,92,28.393091,17.014812,0.767425489,4.486932731,3
511,310,77,22.642371,18.920154,0.619400704,4.332723941,2
512,345,87,26.387663,20.299706,0.653125516,4.246688493,3
513,325,64,19.011757,13.662257,0.501113049,4.094775446,2
514,287,75,21.126561,18.544985,0.450127066,4.080772596,2
515,327,62,17.997959,16.047312,0.511808307,4.363616573,2
516,513,84,23.396373,18.498439,0.626677308,4.129965117,3
517,222,91,27.120683,16.085716,0.530518620,4.484754092,3
518,396,80,23.560105,16.971628,0.751579544,4.448187389,3
519,215,74,22.109728,17.076987,0.400375379,4.225757483,2
520,356,75,24.667060,15.904514,0.582697937,4.795960829,3
521,359,82,23.592725,17.754418,0.812758936,4.419895926,3
522,337,86,25.778081,17.857475,0.660776193,4.487593343,3
523,320,83,21.767963,21.459561,0.735714085,4.449476573,3
524,377,67,18.821768,18.458128,0.666593808,4.548878836,3
525,369,84,26.626888,17.958649,0.632814036,4.551107484,3
526,433,83,23.598638,18.781393,0.602546048,4.325308324,3
527,393,78,25.466108,19.378690,0.518381263,4.516769958,3
528,329,68,18.720179,17.300960,0.629854996,4.289869438,2
529,441,68,20.196035,19.229814,0.693021429,4.632740350,3
530,230,77,20.208393,16.902830,0.335382035,4.183660296,1
531,240,75,20.903929,16.866137,0.569242251,4.238547989,2
532,424,93,28.177119,16.931251,0.627013655,4.653523095,3
533,380,76,20.485540,17.854271,0.786118548,4.594934214,3
534,476,80,23.007968,16.752898,0.547702138,4.482810488,3
